_id,ltable_id,rtable_id,ltable_name,ltable_address,ltable_city,ltable_zipcode,ltable_phone,rtable_name,rtable_address,rtable_city,rtable_zipcode,rtable_phone,labe
1,a1,b162,Hae Jang Chon Korean BBQ Restaurant,3821 W 6th St,Los Angeles,90020,2133898777,Hae Jang Chon Korean BBQ Restaurant,3821 W 6th St,Los Angeles,90020,2133898777,1
23,a2,b162,Kang Ho-dong Baekjeong,3465 W 6th St,Los Angeles,90020,2133849678,Hae Jang Chon Korean BBQ Restaurant,3821 W 6th St,Los Angeles,90020,2133898777,0
24,a2,b268,Kang Ho-dong Baekjeong,3465 W 6th St,Los Angeles,90020,2133849678,Kang Hodong Baekjeong,3465 W 6th St,Los Angeles,90020,2133849678,1
32,a2,b1987,Kang Ho-dong Baekjeong,3465 W 6th St,Los Angeles,90020,2133849678,KangHoDong Baek Jeong,3465 W 6th St Ste 20,Los Angeles,90020,2133849678,1
177,a37,b162,Hangari Bajirak Kalgooksoo,3470 W 6th St,Los Angeles,90020,2133882326,Hae Jang Chon Korean BBQ Restaurant,3821 W 6th St,Los Angeles,90020,2133898777,0
186,a37,b1987,Hangari Bajirak Kalgooksoo,3470 W 6th St,Los Angeles,90020,2133882326,KangHoDong Baek Jeong,3465 W 6th St Ste 20,Los Angeles,90020,2133849678,0
194,a37,b2502,Hangari Bajirak Kalgooksoo,3470 W 6th St,Los Angeles,90020,2133882326,Sake House by Hikari,3465 W 6th St,Los Angeles,90020,2133894000,0
340,a1139,b1987,Shin Chon Seolnongtang,3033 W 6th St,Los Angeles,90020,2133652233,KangHoDong Baek Jeong,3465 W 6th St Ste 20,Los Angeles,90020,2133849678,0
357,a3,b710,Road To Seoul,1230 S Western Ave,Los Angeles,90006,3237319292,Road to Seoul,1230 S Western Ave,Los Angeles,90006,3237319292,1
401,a20,b188,Guelaguetza Restaurante,3014 W Olympic Blvd,Los Angeles,90006,2134270608,Guelaguetza,3014 W Olympic Blvd,Los Angeles,90006,2134270608,1
440,a28,b610,Beverly Soon Tofu Restaurant,2717 W Olympic Blvd,Los Angeles,90006,2133801113,Beverly Soon Tofu,2717 W Olympic Blvd Ste 108,Los Angeles,90006,2133801113,1
495,a49,b2784,Hodori Restaurant,1001 S Vermont Ave,Los Angeles,90006,2133833554,A-Won Japanese Restaurant,913 S Vermont Ave,Los Angeles,90006,2133896764,0
568,a4,b7,Langer's,704 S Alvarado St,Los Angeles,90057,2134838050,Langer's,704 S Alvarado St,Los Angeles,90057,2134838050,1
693,a6,b1353,Soowon Galbi KBBQ Restaurant,856 S Vermont Ave,Los Angeles,90005,2133659292,Kobawoo Restaurant,698 S Vermont Ave Ste 109,Los Angeles,90005,2133897300,0
763,a22,b2187,Oo-Kook Korean BBQ,3385 W 8th St,Los Angeles,90005,2133855665,Man Soo Korean BBQ,3423 W 8th St # 3429,Los Angeles,90005,2133889494,0
783,a25,b2113,Eight Korean BBQ,863 S Western Ave,Los Angeles,90005,2133651750,Eight Korean BBQ,863 S Western Ave,Los Angeles,90005,2133651750,1
840,a40,b1353,Kobawoo House,698 S Vermont Ave,Los Angeles,90005,2133897300,Kobawoo Restaurant,698 S Vermont Ave Ste 109,Los Angeles,90005,2133897300,1
886,a50,b2071,Honey Pig,3400 W 8th St,Los Angeles,90005,2133800256,Honey Pig,3400 W 8th St,Los Angeles,90005,2133800256,1
1137,a2038,b1923,VIP Chinese Restaurant,705 S Western Ave,Los Angeles,90005,2133898532,Pollo a la Brasa- Peruvian Wood Rotisserie Chicken,764 S Western Ave,Los Angeles,90005,2133824090,0
1203,a2042,b2113,Han Kook Soondae,730 S Western Ave,Los Angeles,90005,2133800020,Eight Korean BBQ,863 S Western Ave,Los Angeles,90005,2133651750,0
1329,a33,b612,Commissary,3515 Wilshire Blvd,Los Angeles,90010,2133683030,Commissary,3515 Wilshire Blvd,Los Angeles,90010,2133683030,1
1350,a36,b1691,Myung Dong Kyoja,3630 Wilshire Blvd,Los Angeles,90010,2133857789,Myung Dong Kyoja,3630 Wilshire Blvd,Los Angeles,90010,2133857789,1
1413,a21,b343,Chosun Galbee,3330 W Olympic Blvd,Los Angeles,90019,3237343330,Chosun Galbee Restaurant,3330 W Olympic Blvd,Los Angeles,90019,3237343330,1
1497,a192,b1038,Leo's Tacos Truck,1515 S La Brea Ave,Los Angeles,90019,3233462001,Leos Tacos Truck,1515 S La Brea Ave,Los Angeles,90019,,1
1554,a194,b1244,Bloom Cafe,5544 W Pico Blvd,Los Angeles,90019,3239346900,Bloom Cafe,5544 W Pico Blvd,Los Angeles,90019,3239346900,1
1564,a194,b2258,Bloom Cafe,5544 W Pico Blvd,Los Angeles,90019,3239346900,Paper or Plastik Cafe,5772 W Pico Blvd,Los Angeles,90019,3239350268,0
1590,a198,b2258,CJ's Cafe,5501 W Pico Blvd,Los Angeles,90019,3239363216,Paper or Plastik Cafe,5772 W Pico Blvd,Los Angeles,90019,3239350268,0
1634,a204,b1517,PIPS On La Brea,1356 S La Brea Ave,Los Angeles,90019,3239547477,Pips on La Brea,1356 S La Brea Ave,Los Angeles,90019,3239547477,1
1843,a216,b1630,Brownstone Bistro,5047 W Pico Blvd,Los Angeles,90019,3239659400,Brownstone Bistro,5047 W Pico Blvd,Los Angeles,90019,3239655047,1
2100,a637,b1244,Paper or Plastik Cafe,5772 W Pico Blvd,Los Angeles,90019,3239350268,Bloom Cafe,5544 W Pico Blvd,Los Angeles,90019,3239346900,0
2106,a637,b1768,Paper or Plastik Cafe,5772 W Pico Blvd,Los Angeles,90019,3239350268,The Grain Cafe,4222 W Pico Blvd,Los Angeles,90019,3239314034,0
2624,a81,b1466,Library Bar,630 W 6th St,Los Angeles,90017,2136140053,Library Bar,630 W 6th St,Los Angeles,90017,2136140053,1
2650,a187,b133,Industriel,609 S Grand Ave,Los Angeles,90017,2134888020,Industriel,609 S Grand Ave,Los Angeles,90017,2134888020,1
2826,a1099,b781,Pacific Dining Car,1310 W 6th St,Los Angeles,90017,2134836000,Spear Steak & Seafood House,800 W 6th St,Los Angeles,90017,2136883000,0
3380,a2092,b1024,Seasalt Fish Grill,812 W 7th St,Los Angeles,90017,2132435700,Chipotle Mexican Grill,601 W 7th St,Los Angeles,90017,2132832058,0
3488,a2094,b867,Morton's The Steakhouse,735 S Figueroa St,Los Angeles,90017,2135534566,Morton's The Steakhouse,735 S Figueroa St,Los Angeles,90017,2135534566,1
3890,a2101,b1500,California Pizza Kitchen at 7th Street Los Angeles,735 S Figueroa St,Los Angeles,90017,2132288500,Corner Bakery Cafe,801 S Figueroa St,Los Angeles,90017,2132390424,0
4123,a2105,b2395,Indus by Saffron,735 S Figueroa St,Los Angeles,90017,2136881400,Indus by Saffron,735 S Figueroa St,Los Angeles,90017,2136881400,1
5278,a62,b131,Osteria Mozza,6602 Melrose Ave,Los Angeles,90038,3232970100,Osteria Mozza,6602 Melrose Ave,Los Angeles,90038,3232970100,1
5283,a62,b391,Osteria Mozza,6602 Melrose Ave,Los Angeles,90038,3232970100,Osteria La Buca,5210 1/2 Melrose Ave,Los Angeles,90038,3234621900,0
5385,a69,b933,Mario's Peruvian & Seafood,5786 Melrose Ave,Los Angeles,90038,3234664181,Mario's Peruvian & Seafood,5786 Melrose Ave,Los Angeles,90038,3234664181,1
5454,a266,b131,Osteria La Buca,5210 Melrose Ave,Los Angeles,90038,3234621900,Osteria Mozza,6602 Melrose Ave,Los Angeles,90038,3232970100,0
5503,a268,b391,Osteria Mamma,5732 Melrose Ave,Los Angeles,90038,3232847060,Osteria La Buca,5210 1/2 Melrose Ave,Los Angeles,90038,3234621900,0
5620,a559,b2253,Anarkali Indian Restaurant,7013 Melrose Ave,Los Angeles,90038,3239346488,Inti Restaurant,5870 Melrose Ave,Los Angeles,90038,3239622027,0
5763,a53,b42,Perch,448 S Hill St,Los Angeles,90013,2138021770,Perch,448 S Hill St,Los Angeles,90013,2138021770,1
5832,a54,b60,Eggslut,317 S Broadway,Los Angeles,90013,2136250292,Eggslut,317 S Broadway,Los Angeles,90013,2136250292,1
5960,a64,b41,Nickel Diner,524 S Main St,Los Angeles,90013,2136238301,Nickel Diner,524 S Main St,Los Angeles,90013,2136238301,1
6196,a73,b1471,Grand Central Market,317 S Broadway,Los Angeles,90013,2136242378,Golden Road at Grand Central,317 S Broadway,Los Angeles,90013,2136283170,1
6223,a83,b36,Wurstküche,800 E 3rd St,Los Angeles,90013,2136874444,Wurstkuche,800 E 3rd St,Los Angeles,90013,2136874444,1
6295,a86,b75,Urth Caffé - Downtown,451 S Hewitt St,Los Angeles,90013,2137974534,Urth Caffe,451 S Hewitt St,Los Angeles,90013,2137974534,1
6428,a161,b211,Shojin Downtown,333 S Alameda St,Los Angeles,90013,2136170305,Shojin Organic and Natural,333 S Alameda St Ste 310,Los Angeles,90013,2136170305,1
6539,a166,b2364,Honda Ya Izakaya,333 S Alameda St,Los Angeles,90013,2136251184,Izakaya Honda Ya,333 S Alameda St,Los Angeles,90013,2136251184,1
6722,a184,b1335,Manna Korean BBQ,333 S Alameda St,Los Angeles,90013,2136170306,Manna Korean BBQ,333 S Alameda St,Los Angeles,90013,2136170306,1
6754,a186,b45,Blossom Restaurant,426 S Main St,Los Angeles,90013,2136231973,Baco Mercat,408 S Main St,Los Angeles,90013,2136877000,0
6775,a186,b890,Blossom Restaurant,426 S Main St,Los Angeles,90013,2136231973,Blossom Restaurant,426 S Main St,Los Angeles,90013,2136231973,1
6966,a272,b666,Fisherman's Outlet,529 S Central Ave,Los Angeles,90013,2136277231,Fisherman's Outlet Restaurant and Market,529 S Central Ave,Los Angeles,90013,2136277231,1
7427,a58,b2753,Genwa Korean BBQ,5115 Wilshire Blvd,Los Angeles,90036,3235490760,Baja Fresh Mexican Grill,5757 Wilshire Blvd,Los Angeles,90036,,0
7542,a251,b87,Canter's Deli,419 N Fairfax Ave,Los Angeles,90036,3236512030,Canter's Deli,419 N Fairfax Ave,Los Angeles,90036,3236512030,1
7738,a615,b179,Maggiano's Little Italy,189 The Grove Dr,Los Angeles,90036,3239659665,Maggiano's - Farmers Market,189 The Grove Dr,Los Angeles,90036,3239659665,1
8035,a620,b290,Pampas Grill,6333 W 3rd St,Los Angeles,90036,3239311928,Phil s Deli & Grill,6333 W 3rd St,Los Angeles,90036,3239363704,0
8432,a629,b504,Andre's Italian Restaurant,6332 W 3rd St,Los Angeles,90036,3239351246,Maggiano's Little Italy,6301 W 3rd St,Los Angeles,90036,3239659665,0
8448,a629,b912,Andre's Italian Restaurant,6332 W 3rd St,Los Angeles,90036,3239351246,Singapore's Banana Leaf,6333 W 3rd St,Los Angeles,90036,3239334627,0
8524,a641,b393,Wood Ranch BBQ & Grill,189 The Grove Dr,Los Angeles,90036,3239376800,Blue Ribbon Sushi Bar & Grill,189 The Grove Dr,Los Angeles,90036,3233529300,0
8602,a645,b17,Loteria Grill,6333 W 3rd St,Los Angeles,90036,3239302211,Pampas Grill,6333 W 3rd St,Los Angeles,90036,3239346680,0
8634,a645,b721,Loteria Grill,6333 W 3rd St,Los Angeles,90036,3239302211,Loteria Grill,6333 W 3rd St,Los Angeles,90036,3239302211,1
8689,a645,b2815,Loteria Grill,6333 W 3rd St,Los Angeles,90036,3239302211,Mixology 101 Grill & Lounge,6333 W 3rd St,Los Angeles,90036,3233706561,0
8722,a647,b448,Angelini Osteria,7313 Beverly Blvd,Los Angeles,90036,3232970070,Terroni,7605 Beverly Blvd,Los Angeles,90036,3239540300,0
8965,a651,b2156,El Coyote Mexican Cafe,7312 Beverly Blvd,Los Angeles,90036,3239392255,Lulu's Cafe,7149 Beverly Blvd,Los Angeles,90036,3239386095,0
9059,a652,b2013,Yuko Kitchen,5484 Wilshire Blvd,Los Angeles,90036,3239334020,Spare Tire Kitchen & Tavern,5370 Wilshire Blvd,Los Angeles,90036,3238234890,0
9101,a56,b1174,Masa of Echo Park,1800 W Sunset Blvd,Los Angeles,90026,2139891558,Pho Cafe,2841 W Sunset Blvd,Los Angeles,90026,2134130888,0
9145,a60,b360,Silverlake Ramen,2927 W Sunset Blvd,Los Angeles,90026,3236608100,Silver Lake Ramen,2927 W Sunset Blvd,Los Angeles,90026,3236608100,1
9176,a60,b2291,Silverlake Ramen,2927 W Sunset Blvd,Los Angeles,90026,3236608100,Xoia Vietnamese Eats,1801 W Sunset Blvd,Los Angeles,90026,,0
9246,a78,b64,Guisados,1261 W Sunset Blvd,Los Angeles,90026,2132507600,Guisados,1261 W Sunset Blvd,Los Angeles,90026,2132507600,1
9465,a475,b405,Cliff's Edge,3626 W Sunset Blvd,Los Angeles,90026,3236666116,Cliff's Edge,3626 W Sunset Blvd,Los Angeles,90026,3236666116,1
9525,a478,b1174,Pho Cafe,2841 W Sunset Blvd,Los Angeles,90026,2134130888,Pho Cafe,2841 W Sunset Blvd,Los Angeles,90026,2134130888,1
9571,a480,b405,Flore Vegan Cuisine,3818 W Sunset Blvd,Los Angeles,90026,3239530611,Cliff's Edge,3626 W Sunset Blvd,Los Angeles,90026,3236666116,0
9730,a494,b405,Forage,3823 W Sunset Blvd,Los Angeles,90026,3236636885,Cliff's Edge,3626 W Sunset Blvd,Los Angeles,90026,3236666116,0
9784,a498,b548,Millie's Cafe,3524 W Sunset Blvd,Los Angeles,90026,3236640404,Millie's,3524 W Sunset Blvd,Los Angeles,90026,3236640404,1
9818,a498,b2655,Millie's Cafe,3524 W Sunset Blvd,Los Angeles,90026,3236640404,Good Microbrew & Grill,3725 W Sunset Blvd,Los Angeles,90026,3236603645,0
10059,a504,b1374,Elf Café,2135 W Sunset Blvd,Los Angeles,90026,2134846829,Elf Cafe,2135 W Sunset Blvd,Los Angeles,90026,2134846829,1
10583,a2317,b997,El Paisano,1185 W Sunset Blvd,Los Angeles,90026,,El Compadre,1449 W Sunset Blvd,Los Angeles,90026,2132504505,0
10597,a2317,b1757,El Paisano,1185 W Sunset Blvd,Los Angeles,90026,,El Cochinito Restaurant,3508 W Sunset Blvd,Los Angeles,90026,3236680737,0
10727,a245,b10,Blu Jam Café,7371 Melrose Ave,Los Angeles,90046,3239519191,Blujam Cafe,7371 Melrose Ave,Los Angeles,90046,3239519191,1
10844,a262,b317,Lala's Argentine Grill,7229 Melrose Ave,Los Angeles,90046,3239346838,Lala's,7229 Melrose Ave,Los Angeles,90046,3239346838,1
10997,a399,b1635,The Griddle Cafe,7916 W Sunset Blvd,Hollywood,90046,3238740377,The Carving Board,7300 W Sunset Blvd,West Hollywood,90046,3238454550,0
11167,a557,b639,El Compadre,7408 W Sunset Blvd,Los Angeles,90046,3238747924,El Pollo Loco,7101 W Sunset Blvd,Los Angeles,90046,3238746037,0
11456,a569,b18,Chibiscus Asian Cafe,7361 W Sunset Blvd,Los Angeles,90046,3239779877,The Griddle Cafe,7916 W Sunset Blvd,Los Angeles,90046,3238740377,0
11591,a572,b931,Jones,7205 Santa Monica Blvd,West Hollywood,90046,3238501726,Jones,7201 Santa Monica Blvd,West Hollywood,90046,3238501726,1
11772,a654,b93,Crossroads,8284 Melrose Ave,Los Angeles,90046,3237829245,Crossroads,8284 Melrose Ave,Los Angeles,90046,3237829245,1
12164,a1237,b2507,Hamburger Mary's,8288 Santa Monica Blvd,West Hollywood,90046,3236543800,Hamburger Mary's,8288 Santa Monica Blvd,West Hollywood,90046,3236543800,1
13313,a170,b160,Fleming's Prime Steakhouse & Wine Bar,800 W Olympic Blvd,Los Angeles,90015,2137459911,Fleming's Prime Steakhouse & Wine Bar,800 W Olympic Blvd,Los Angeles,90015,2137459911,1
13318,a170,b273,Fleming's Prime Steakhouse & Wine Bar,800 W Olympic Blvd,Los Angeles,90015,2137459911,Wolfgang Puck Bar & Grill - LA Live,800 W Olympic Blvd Ste A180,Los Angeles,90015,2137489700,0
13342,a170,b1689,Fleming's Prime Steakhouse & Wine Bar,800 W Olympic Blvd,Los Angeles,90015,2137459911,Cana Rum Bar,714 W Olympic Blvd,Los Angeles,90015,2137457090,0
13604,a281,b245,Broken Spanish,1050 S Flower St,Los Angeles,90015,2137491460,Broken Spanish,1050 S Flower St,Los Angeles,90015,2137491460,1
13874,a292,b1945,King Taco,645 E Washington Blvd,Los Angeles,90015,2137479915,King Taco,645 E Washington Blvd,Los Angeles,90015,2137479915,1
14027,a296,b2712,El Compadre,1248 S Figueroa St,Los Angeles,90015,2137490025,San Manuel Club,1111 S Figueroa St,Los Angeles,90015,2137427450,0
14383,a309,b681,The New Moon,102 W 9th St,Los Angeles,90015,2136240186,WoodSpoon,107 W 9th St,Los Angeles,90015,2136291765,0
14717,a1050,b599,Good Grill Express,210 E Olympic Blvd,Los Angeles,90015,2137492345,TRIPLE 8 China Bar & Grill,800 W Olympic Blvd Ste A120,Los Angeles,90015,2137473700,0
16088,a2172,b2487,Ktchn Dtla - Wood Spoon,107 W 9th St,Los Angeles,90015,2139082646,New Moon,112 W 9th St Ste 102,Los Angeles,90015,2136240186,0
16265,a2176,b1305,Pasha's Persian Restaurant,112 W 9th St,Los Angeles,90015,2136227578,1810 Argentinean Restaurant,105 W 9th St,Los Angeles,90015,2136231810,0
16421,a71,b3105,Cole's French Dip,118 E 6th St,Los Angeles,90014,2136224090,Los Angeles New York Pizza,518 W 6th St,Los Angeles,90014,2136141100,0
16434,a160,b670,LA Café,639 S Spring St,Los Angeles,90014,2136123000,LA Cafe,639 S Spring St,Los Angeles,90014,2136123000,1
16481,a162,b1229,Poppy + Rose,765 Wall St,Los Angeles,90014,2139957799,Poppy & Rose,765 Wall St,Los Angeles,90014,2139957799,1
17072,a2197,b374,Nick + Stef's Steakhouse,330 S Hope St,Los Angeles,90071,2136800330,Nick & Stef's Steakhouse,330 S Hope St,Los Angeles,90071,2136800330,1
17196,a2208,b2672,Saffron,300 S Grand Ave,Los Angeles,90071,2136870555,Saffron,300 S Grand Ave,Los Angeles,90071,2136870552,1
17275,a2211,b2428,Corner Bakery Cafe,300 S Grand Ave,Los Angeles,90071,2139214450,Corner Bakery Cafe,300 S Grand Ave,Los Angeles,90071,2139214450,1
17304,a2212,b2672,Salata,300 S Grand Ave,Los Angeles,90071,2136171001,Saffron,300 S Grand Ave,Los Angeles,90071,2136870552,1
17640,a659,b358,Chichen Itza Restaurant,3655 S Grand Ave,Los Angeles,90007,2137411075,Chichen Itza,3655 S Grand Ave Ste C6,Los Angeles,90007,2137411075,1
17815,a666,b1649,Chick-fil-A,3758 S Figueroa St,Los Angeles,90007,2137478721,Chick-fil-A,3758 S Figueroa St,Los Angeles,90007,2137478721,1
17866,a668,b1124,California Gogi Grill,3742 S Figueroa St,Los Angeles,90007,2137441910,Chipotle Mexican Grill,3748 S Figueroa St,Los Angeles,90007,2137659068,0
18268,a686,b2056,McKay's,3540 S Figueroa St,Los Angeles,90007,2137434111,McKay's,3540 S Figueroa St,Los Angeles,90007,2137434111,1
18403,a2278,b1649,La Taquiza,3009 S Figueroa St,Los Angeles,90007,2137419795,Chick-fil-A,3758 S Figueroa St,Los Angeles,90007,2137478721,0
18427,a2280,b1140,Spudnuts Donuts,3001 S Figueroa St,Los Angeles,90007,2137490678,Dirt Dog,2528 S Figueroa St,Los Angeles,90007,2137491813,0
18961,a85,b32,Philippe the Original,1001 N Alameda St,Los Angeles,90012,2136283781,Philippe the Original,1001 N Alameda St,Los Angeles,90012,2136283781,1
19441,a91,b433,Howlin' Ray's,727 N Broadway,Los Angeles,90012,2139358399,Howlin Ray’s,727 N Broadway,Los Angeles,90012,2139358399,1
19555,a92,b415,Shin-Sen-Gumi Hakata Ramen - Little Tokyo,132 S Central Ave,Los Angeles,90012,2136877108,Shin-Sen-Gumi LA,132 S Central Ave,Los Angeles,90012,2136877108,1
19774,a95,b84,Yang Chow,819 N Broadway,Los Angeles,90012,2136250811,Yang Chow,819 N Broadway,Los Angeles,90012,2136250811,1
20193,a159,b2203,Spitz - Little Tokyo,371 E 2nd St,Los Angeles,90012,2136130101,Liliya China Bistro,108 W 2nd St,Los Angeles,90012,2136201717,0
20338,a165,b2931,Hama Sushi,347 E 2nd St,Los Angeles,90012,2136803454,Zencu Sushi and Grill,319 E 2nd St Ste 206,Los Angeles,90012,2136877780,0
20596,a173,b369,Badmaash,108 W 2nd St,Los Angeles,90012,2132217466,BadmaashLA,108 W 2nd St,Los Angeles,90012,2132217466,1
20815,a176,b13,Komasa Sushi,351 E 2nd St,Los Angeles,90012,2136801792,Sushi Gen,422 E 2nd St,Los Angeles,90012,2136170552,0
21344,a182,b1896,Sushi Enya,343 E 1st St,Los Angeles,90012,,Toshi Sushi,359 E 1st St,Los Angeles,90012,2136804166,0
21395,a185,b13,Men Oh Tokushima Ramen,456 E 2nd St,Los Angeles,90012,2136878485,Sushi Gen,422 E 2nd St,Los Angeles,90012,2136170552,0
21512,a189,b27,Kura Revolving Sushi Bar,333 E 2nd St,Los Angeles,90012,2132909631,Redbird,114 E 2nd St,Los Angeles,90012,2137881191,0
22029,a491,b1494,Mexicali Taco & Co,702 N Figueroa St,Los Angeles,90012,2136130416,Mexicali Taco & Co.,704 N Figueroa St,Los Angeles,90012,2136130416,1
23124,a581,b2984,Thien Huong,727 N Broadway,Los Angeles,90012,2136260764,Fortune Gourmet Kitchen,727 N Broadway Ste 215,Los Angeles,90012,2136288188,0
